"","name","degree","degree_in","degree_out","eigen","community"
"4861","Andrea Mingoli, M.D. PhD",1,1,0,0,"10"
"4862","Domenico Spoletini, M.D. PhD",1,1,0,0,"10"
"4863","Gioia Brachini, M.D. PhD",1,1,0,2.45827372238868e-20,"10"
"4864","Michele Grieco, M.D.",1,1,0,0,"10"
"4865","Rosa Marcellinaro, M.D PhD",1,1,0,0,"10"
"4866","Rosa Menditto, M.D.",1,1,0,0,"10"
"4867","Vincenzo Napoleone, PhD",1,1,0,0,"10"
"4868","Achieve Life Sciences",1,1,0,1.23376428070783e-05,"5"
"4869","Biotheranostics, Inc.",1,1,0,1.23376428070783e-05,"5"
"4870","Prometheus Laboratories",1,1,0,1.23376428070781e-05,"5"
"4871","SFJ Pharmaceuticals, Inc.",1,1,0,0,"5"
"4872","Cancer Prevention Pharmaceuticals, Inc.",1,1,0,0.00487059315536532,"7"
"4873","Ruhr University of Bochum",2,2,0,0,"16"
"4874","Digestive Diseases Research Institute, Tehran University of Medical Sciences, Iran",1,1,0,0,"271"
"4875","Ministry of Health and Medical Education",1,1,0,0,"271"
"4876","Clinical Research Consultants, Inc.",1,1,0,0,"272"
"4877","Haydarpasa Numune Training and Research Hospital",1,1,0,0,"216"
"4878","Assar Gabrielsson Foundation",1,1,0,1.68819737734263e-08,"13"
"4879","Göteborg University",5,5,0,3.70965489761058e-08,"13"
"4880","Högskolan Väst",1,1,0,3.37639475465312e-08,"13"
"4881","The Gothenburg Medical Society",1,1,0,1.68819737730808e-08,"13"
"4882","Melanoma Research Alliance",2,2,0,2.23967429816997e-07,"4"
"4883","St. Vincenz Krankenhaus GmbH, Paderborn",1,1,0,0,"5"
"4884","Health Insurance Review & Assessment Service",1,1,0,2.92768057842126e-14,"25"
"4885","Korea Institute of Science and Technology",1,1,0,2.92766962357352e-14,"25"
"4886","Korean Radiation Oncology Group",1,1,0,2.9277089596802e-14,"25"
"4887","LivsMed",1,1,0,2.92771854157152e-14,"25"
"4888","Ministry of Health, Republic of Korea",1,1,0,5.85538211709358e-14,"25"
"4889","Paxman",1,1,0,2.92766756185432e-14,"25"
"4890","Uijeongbu St. Mary Hospital",1,1,0,2.92769838262497e-14,"25"
"4891","Norwell, Inc.",1,1,0,0,"273"
"4892","NuGenerex Immuno-Oncology",1,1,0,0,"273"
"4893","Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",4,4,0,2.216449313892e-07,"7"
"4894","Colorado Clinical & Translational Sciences Institute",2,2,0,1.96660805471093e-07,"5"
"4895","Azienda Ospedaliera di Lecco",1,1,0,3.04654907324458e-14,"10"
"4896","Hôpital de Hautepierre",1,1,0,3.04654907645482e-14,"10"
"4897","IRCCS Policlinico S. Matteo",1,1,0,3.04655697349439e-14,"10"
"4898","Lombardi Comprehensive Cancer Center",1,1,0,0,"7"
"4899","Napo Pharmaceuticals, Inc.",1,1,0,0,"7"
"4900","Inanovate",1,1,0,0,"274"
"4901","University of North Dakota",1,1,0,0,"274"
"4902","BiPar Sciences",1,1,0,0.000113964560337991,"5"
"4903","Istituto Cantonale di Patologia",1,1,0,0,"10"
"4904","TFS Trial Form Support",1,1,0,0,"275"
"4905","Sequenom, Inc.",1,1,0,0,"276"
"4906","RemeGen Co., Ltd.",2,2,0,1.78256780323746e-05,"5"
"4907","Helmholtz Zentrum Dresden Rossendorf, Dresden, Germany",1,1,0,0,"277"
"4908","Affiliate Hospital of Guangdong Medical University",1,1,0,7.58978764847828e-12,"1"
"4909","Fapon Biotherapy Inc.",1,1,0,7.58978773173125e-12,"1"
"4910","Guangzhou Development District Hospital",1,1,0,7.5897877062549e-12,"1"
"4911","Hainan General Hospital",1,1,0,7.58978773163e-12,"1"
"4912","Huizhou Municipal Central Hospital",5,5,0,2.13929963389992e-10,"1"
"4913","Maoming People's Hospital",1,1,0,7.58978768068265e-12,"1"
"4914","Shenzhen Traditional Chinese Medicine Hospital",1,1,0,7.58978781079395e-12,"1"
"4915","Affiliated Hangzhou First People's Hospital, Zhejiang University",1,1,0,3.55636340702851e-11,"1"
"4916","Bethune International Peace Hospital",1,1,0,3.55636338659969e-11,"1"
"4917","Changxing People's Hospital",1,1,0,7.11272685109606e-11,"1"
"4918","First Affiliated Hospital of Suzhou Medical College",1,1,0,3.55636342672947e-11,"1"
"4919","General Hospital of Ningxia Medical University",2,2,0,3.64191758686126e-11,"1"
"4920","Guangdong Living Environment Harmless Treatment Center Co., Ltd.",1,1,0,3.55636340619641e-11,"1"
"4921","Hangzhou First People's Hospital, School of Medicine, Zhejiang Universiry",1,1,0,3.55636338918738e-11,"1"
"4922","Hangzhou Neoantigen Therapeutics Co., Ltd.",3,3,0,1.15856596548149e-10,"1"
"4923","Jinhua Municipal Central Hospital",2,2,0,1.20531152944921e-10,"1"
"4924","OmixScience Co., Ltd.",1,1,0,3.55636340173315e-11,"1"
"4925","Quzhou Kecheng People's Hospital",1,1,0,3.55636340328317e-11,"1"
"4926","Red Cross Hospital, Hangzhou, China",1,1,0,3.55636341568437e-11,"1"
"4927","Second Affiliated Hospital of Nanchang University",3,3,0,1.2137265667423e-10,"1"
"4928","Shanghai Weike Biopharmaceutical Co., Ltd.",1,1,0,3.55636339784503e-11,"1"
"4929","TCRx Therapeutics Co.Ltd",1,1,0,3.55636343808598e-11,"1"
"4930","The Affiliated Hospital of Hangzhou Normal University",1,1,0,3.55636339996865e-11,"1"
"4931","The Affiliated Hospital of Jiangxi University of Traditional Chinese Medicine",1,1,0,3.55636339009594e-11,"1"
"4932","The First Affiliated Hospital of Inner Mongolia Medical College",1,1,0,3.55636342629293e-11,"1"
"4933","The First Hospital of Hebei Medical University",1,1,0,3.55636340461532e-11,"1"
"4934","Timing Biotech Co.Ltd.",1,1,0,3.5563634220101e-11,"1"
"4935","Women's Hospital School Of Medicine Zhejiang University",2,2,0,7.27138915284118e-11,"1"
"4936","Shanghai Haixin Biotechnology Co. Ltd",1,1,0,1.07436684657389e-11,"1"
"4937","Changsha Central Hospital",1,1,0,2.84295036915194e-12,"1"
"4938","The First Affiliated Hospital of Hunan University of Traditional Chinese Medicine",1,1,0,2.84295021817706e-12,"1"
"4939","Dorothy G. Hoefer Foundation",1,1,0,0,"5"
"4940","B. Braun Korea Co., Ltd.",1,1,0,3.81449431125537e-14,"25"
"4941","Hospicare Co., Ltd.",2,2,0,6.79423507313334e-14,"25"
"4942","Jeil Pharmaceutical Company",1,1,0,3.81447549066282e-14,"25"
"4943","National Clinical Research Coordination Center, Seoul, Korea",1,1,0,3.81447062656717e-14,"25"
"4944","Yuhan Pharmaceutical Company",1,1,0,3.81446989072824e-14,"25"
"4945","Bracco Corporate",1,1,0,2.97970976647587e-14,"25"
"4946","Bundang Seoul National University Hospital",1,1,0,2.97972446140027e-14,"25"
"4947","Chonbuk National University Hospital",1,1,0,2.97969739678422e-14,"25"
"4948","Chosun University Hospital",1,1,0,2.97969101092088e-14,"25"
"4949","DXOME CO., LTD.",1,1,0,2.97970942198226e-14,"25"
"4950","Dongkook Lifesicence",1,1,0,2.97970645404067e-14,"25"
"4951","Eisai Korea Inc.",1,1,0,2.97972748791994e-14,"25"
"4952","GENECAST Co., Ltd.",1,1,0,2.97970335026975e-14,"25"
"4953","HansBiomed Co.,Ltd.",1,1,0,2.97970163310082e-14,"25"
"4954","Hospicare Inc.",1,1,0,2.97969161903228e-14,"25"
"4955","IlDong Pharmaceutical Co Ltd",1,1,0,2.97971604934909e-14,"25"
"4956","Johnson & Johnson Medical Companies",1,1,0,2.97969472960066e-14,"25"
"4957","Korean Cancer Study Group (KCSG) (KCSG)",1,1,0,2.97974142241996e-14,"25"
"4958","Korean Society of Anesthesiologists",1,1,0,2.97972845157855e-14,"25"
"4959","Korean Society of Breast Imaging & Korean Society For Breast Screening",1,1,0,2.97970768270657e-14,"25"
"4960","Medical Research Collaborating Center, Seoul, Korea",1,1,0,2.97970665677739e-14,"25"
"4961","National Research Foundation of Korea",1,1,0,5.95944974744867e-14,"25"
"4962","NewGenPharm Inc.",1,1,0,2.97972717021824e-14,"25"
"4963","Ono pharmaceutical Korea",1,1,0,2.97972763164558e-14,"25"
"4964","Seoul Veterans Hospital",1,1,0,2.97972396436136e-14,"25"
"4965","Starmed",1,1,0,2.97969490681049e-14,"25"
"4966","Synex Consulting Ltd",1,1,0,2.9797110057333e-14,"25"
"4967","Youngsoo Kim, Ph.D., Department of Biomedical Engineering, Seoul National University College of Medicine",1,1,0,2.97969553809838e-14,"25"
"4968","Pohang University of Science and Technology",1,1,0,4.53830195309685e-15,"25"
"4969","People's Hospital of Lixia District of Jinan",1,1,0,0,"21"
"4970","Shanghe People's Hospital",1,1,0,0,"21"
"4971","The People's Hospital of Zhaoyuan City",1,1,0,0,"21"
"4972","Weihai Municipal Hospital",2,2,0,4.41015419618322e-11,"1"
"4973","Shanghai Minhang Central Hospital",2,2,0,1.2895232630269e-09,"1"
"4974","The 97 Hospital of chinese PLA",1,1,0,6.08125140200324e-11,"1"
"4975","Xuzhou Medical University",2,2,0,6.08125139626431e-11,"1"
"4976","Anhui Children's Hospital",1,1,0,0,"79"
"4977","Chidren's Hospital of Fudan University",1,1,0,0,"79"
"4978","Children's Hospital of Nanjing Medical University",1,1,0,0,"79"
"4979","Chongqing Children's Hospital, Chongqing Medical University",1,1,0,0,"79"
"4980","Qilu Children's Hospital of Shandong University",1,1,0,0,"79"
"4981","Sun Yat-sen Memorial Hospital,Sun Yat-sen University",1,1,0,0,"79"
"4982","Xinhua Hospital Affiliated to Shanghai Jiaotong University School of Medicine",1,1,0,0,"79"
"4983","Zhengzhou Children's Hospital",1,1,0,0,"79"
"4984","NanoMab Technology (UK) Limited",1,1,0,4.56300253411549e-11,"1"
"4985","Shanghai iCELL Biotechnology Co., Ltd, Shanghai, China",1,1,0,2.28150127445988e-11,"1"
"4986","Zhongke Qiyuan (Shenzhen) Biotechnology Co., Ltd.",1,1,0,2.28150125650113e-11,"1"
"4987","Baotou Central Hospital",1,1,0,1.15085069500376e-11,"1"
"4988","Central Hospital of Minhang District, Shanghai",1,1,0,1.15085065231305e-11,"1"
"4989","Changzhi Medical College",2,2,0,6.25863881592216e-10,"1"
"4990","Changzhou No.2 People's Hospital",1,1,0,1.15085067333504e-11,"1"
"4991","First People's Hospital of Kunming",1,1,0,1.15085067946926e-11,"1"
"4992","Innovent Biologics, Inc.",3,3,0,1.93365993493878e-10,"1"
"4993","Jing'an District Central Hospital of Shanghai",1,1,0,1.15085065956796e-11,"1"
"4994","People's Hospital of Hunan Province",1,1,0,1.15085067335116e-11,"1"
"4995","Putuo District People's Hospital of Shanghai",1,1,0,1.15085065170278e-11,"1"
"4996","Seventh Medical Center of PLA Army General Hospital",1,1,0,1.15085070046154e-11,"1"
"4997","Shanghai Fengxian District Central Hospital",1,1,0,1.1508506954082e-11,"1"
"4998","Shanghai MCC worker hospital",1,1,0,1.15085066388307e-11,"1"
"4999","Shanghai Municipal Commission of Health and Family Planning",1,1,0,1.15085067017405e-11,"1"
"5000","Shanghai Putuo district Liqun hospital",1,1,0,1.15085066965154e-11,"1"
"5001","Shanghai Shenkang Hospital Development Center",1,1,0,1.15085067067481e-11,"1"
"5002","Shanxi Provincial Cancer Hospital",1,1,0,1.1508506802106e-11,"1"
"5003","Shaoxing People's Hospital",2,2,0,9.64760252653948e-11,"1"
"5004","Shaoxing Second Hospital",1,1,0,1.15085068161708e-11,"1"
"5005","Taizhou Hospital",3,3,0,1.08398474428238e-10,"1"
"5006","The First People's Hospital of Nantong",1,1,0,1.15085068084949e-11,"1"
"5007","The First People's Hospital of Taicang",1,1,0,1.15085070000105e-11,"1"
"5008","The first clinical college of harbin medical university",1,1,0,1.15085066139224e-11,"1"
"5009","The first people's hospital of Guiyang",1,1,0,1.1508506811918e-11,"1"
"5010","The people's hospital of Heilongjiang province",1,1,0,1.15085068863565e-11,"1"
"5011","Tianjin Medical University Cancer Hospital",1,1,0,1.15085067140837e-11,"1"
"5012","Tongliao City Hospital",1,1,0,1.15085070433091e-11,"1"
"5013","Wuxi Second People's Hospital",1,1,0,1.15085065776433e-11,"1"
"5014","Xinghua City People's Hospital",1,1,0,1.15085067847893e-11,"1"
"5015","Xinhua (Chongming) Hospital Affiliated to Shanghai Jiao Tong University School of Medicine",1,1,0,1.15085069892249e-11,"1"
"5016","Xuzhou Central Hospital",3,3,0,8.39267498593566e-11,"1"
"5017","Yinzhou Hospital Affiliated to Medical School of Ningbo University",1,1,0,1.15085068300927e-11,"1"
"5018","Shanghai Pharmaceuticals Holding Co., Ltd",1,1,0,0,"278"
"5019","Science and Technology Commission of Shanghai Municipality",1,1,0,0,"1"
"5020","Shanghai OneTar Biomedicine Co., Ltd.",1,1,0,0,"1"
"5021","Wuxi Branch of Ruijin Hospital",1,1,0,0,"1"
"5022","Chongqing Three Gorges Central Hospital",1,1,0,4.46029026444674e-12,"1"
"5023","Yunnan Provinical Hospital of Traditional Chinese Medicine",1,1,0,4.46029005129235e-12,"1"
"5024","Shanghai Biomabs Pharmaceutical Co., Ltd.",1,1,0,0,"279"
"5025","Amoy Diagnostics Co., LTD",1,1,0,6.14355374115181e-10,"1"
"5026","Baoji Central Hospital",1,1,0,6.1435537439496e-10,"1"
"5027","Dalian University Affiliated Xinhua Hospital",1,1,0,6.1435537420745e-10,"1"
"5028","Heilongjiang Provincial Agricultural Reclamation General Hospital",1,1,0,6.14355374495206e-10,"1"
"5029","Longyan First Hospital, Affiliated to Fujian Medical University",1,1,0,6.14355374333304e-10,"1"
"5030","Minhang Hospital, Fudan University",1,1,0,6.14355374296814e-10,"1"
"5031","Peking University Cancer Hospital and Institute",1,1,0,6.14355374476218e-10,"1"
"5032","Second Affiliated Hospital of Nantong University",1,1,0,6.14355374338072e-10,"1"
"5033","Shanghai East Hospital,Tongji University School of Medicine",1,1,0,6.1435537422054e-10,"1"
"5034","Shanghai Henlius Biotech",1,1,0,6.14355374471712e-10,"1"
"5035","Shanghai Jiao Tong University Affiliated Sixth People's Hospital",1,1,0,6.14355374230991e-10,"1"
"5036","Shanghai Jinshan Hospital",1,1,0,6.14355374179722e-10,"1"
"5037","Shanghai Public Health Clinical Center",2,2,0,6.29895528966306e-10,"1"
"5038","Shenzhen University General Hospital",1,1,0,1.22871074815732e-09,"1"
"5039","Subei People's Hospital of Jiangsu Province,Yangzhou University",1,1,0,6.14355374622195e-10,"1"
"5040","Suining Central Hospital",1,1,0,6.14355374365029e-10,"1"
"5041","Suzhou Municipal Hospital",1,1,0,6.14355374152384e-10,"1"
"5042","Taixing People's Hospital",1,1,0,6.14355374471561e-10,"1"
"5043","The 4th People's Hospital of Linfen City",1,1,0,6.14355374024874e-10,"1"
"5044","The 4th people's hospital of Wuxi City, Affiliated to Jiangnan University",1,1,0,6.14355374136496e-10,"1"
"5045","The First People's Hospital of Yunnan",1,1,0,6.14355374647899e-10,"1"
"5046","The People's Hospital of Hunan Province",1,1,0,6.1435537436806e-10,"1"
"5047","The Third Affiliated Hospital of Qiqihar Medical Universitiy",1,1,0,6.1435537429145e-10,"1"
"5048","Xuhui Central Hospital, Shanghai",2,2,0,1.24425090317994e-09,"1"
"5049","Zhongshan Hospital (Xiamen), Fudan University",1,1,0,6.14355374395315e-10,"1"
"5050","Shenshan Medical Center of Sun Yat-sen Memorial Hospital",1,1,0,7.63842961394279e-12,"1"
"5051","Checkmate Pharmaceuticals",1,1,0,1.94486233313658e-07,"4"
"5052","Beijing Union Hosptial",1,1,0,0,"1"
"5053","Hebei Provincial Cancer Hospital",1,1,0,0,"1"
"5054","Jingzhou Central Hospital",2,2,0,8.7426369064669e-11,"1"
"5055","Yantai City Hospital for Infectious Diseases",1,1,0,0,"1"
"5056","Medpace, Inc.",2,2,0,4.80553555281861e-09,"11"
"5057","The University of Hong Kong-Shenzhen Hospital",2,2,0,6.08779049881914e-10,"13"
"5058","The Beijing Pregene Science and Technology Company, Ltd.",1,1,0,7.18226835154087e-13,"1"
"5059","The Pregene (ShenZhen) Biotechnology Company, Ltd.",1,1,0,7.18226888214973e-13,"1"
"5060","Chongqing Cancer Institute",1,1,0,0,"1"
"5061","Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",1,1,0,0,"281"
"5062","SystImmune Inc.",1,1,0,0,"281"
"5063","Shandong Tumor Hospital",2,2,0,1.48775492470257e-10,"1"
"5064","The Second People's Hospital of Chengdu",1,1,0,5.18855250563246e-11,"1"
"5065","Ljósið Cancer Rehabilitation Center",1,1,0,0,"13"
"5066","Allegheny Health Network",1,1,0,0,"7"
"5067","Astex Therapeutics, Ltd",1,1,0,0,"7"
"5068","ChiRhoClin, Inc.",1,1,0,0,"7"
"5069","Dracen Pharmaceuticals, Inc.",1,1,0,0,"7"
"5070","Fibrolamellar Cancer Foundation",1,1,0,0,"7"
"5071","Nucletron",1,1,0,0,"7"
"5072","Robert L. Sloan Fund for Cancer Research",1,1,0,0,"7"
"5073","Singapore Cancer Syndicate.",2,2,0,0,"21"
"5074","Susan Cohan Colon Cancer Foundation",1,1,0,0,"7"
"5075","Syntrix Biosystems, Inc.",2,2,0,6.4750784506326e-08,"7"
"5076","The Skip Viragh Foundation",1,1,0,0,"7"
"5077","The V Foundation for Cancer Research",1,1,0,0,"7"
"5078","Van Andel Research Institute",2,2,0,0,"286"
"5079","FGK Clinical Research GmbH",1,1,0,0,"282"
"5080","Granzer Regulatory Consulting & Services",1,1,0,0,"282"
"5081","The Affiliated Changzhou Tumor Hospital of Suzhou University",1,1,0,1.90443803281692e-20,"1"
"5082","Novem Healthcare Pte Ltd",1,1,0,0,"21"
"5083","Icad, Inc.",2,2,0,1.15256684541173e-09,"6"
"5084","Hexaell Biotech Co., Ltd.",1,1,0,2.26578167126796e-11,"1"
"5085","Bright Research Partners",1,1,0,3.3301335879422e-05,"21"
"5086","First Affiliated Hospital of Jinan University",3,3,0,3.36319771915863e-10,"1"
"5087","Guangzhou Center for Disease Control and Prevention",1,1,0,3.54234260901587e-11,"1"
"5088","Nanjing Geneseeq Technology Inc.",4,4,0,2.67285252911137e-10,"1"
"5089","National Key Research and Development Program of China",1,1,0,3.54234260471168e-11,"1"
"5090","Shanghai Municipal Center for Disease Control and Prevention",1,1,0,3.54234258952171e-11,"1"
"5091","Tcm-integrated Cancer Center of Southern Medical University",1,1,0,3.54234257136717e-11,"1"
"5092","Zhujiang Hospital",1,1,0,3.5423425661844e-11,"1"
"5093","Association of Danish Physiotherapists",1,1,0,1.36648838100323e-09,"13"
"5094","Sysmex España",1,1,0,0,"283"
"5095","Societe Francaise Oncologie Pediatrique",2,2,0,2.13631632891531e-09,"28"
"5096","DSM Nutritional Products, Inc.",1,1,0,0,"284"
"5097","University of Durham",1,1,0,0,"24"
"5098","Blackpool Teaching Hospitals NHS Foundation Trust",1,1,0,0,"24"
"5099","City Hospitals Sunderland NHS Foundation Trust",1,1,0,0,"24"
"5100","Gloucestershire Hospitals NHS Foundation Trust",1,1,0,0,"24"
"5101","Kettering General Hospital NHS Foundation Trust",1,1,0,0,"24"
"5102","Lancashire Teaching Hospitals NHS Foundation Trust",1,1,0,0,"24"
"5103","Mid Cheshire Hospitals NHS Foundation Trust",1,1,0,0,"24"
"5104","Royal Bolton Hospital NHS Foundation Trust",1,1,0,0,"24"
"5105","University Hospitals of Morecambe Bay NHS Trust",1,1,0,0,"24"
"5106","Lanzhou General Hospital of PLA",1,1,0,3.3822496463411e-11,"1"
"5107","Antaros Medical",1,1,0,0,"285"
"5108","CTC Clinical Trial Consultants AB",1,1,0,0,"285"
"5109","AECC_Asociación Española contra el Cáncer",1,1,0,7.49657604880877e-08,"5"
"5110","Asociación Española contra el Cáncer",1,1,0,7.49657604880064e-08,"5"
"5111","Faculty of Physical Activity and Sport Sciences (INEF)",1,1,0,7.49657604876738e-08,"5"
"5112","Fundación ADEY",1,1,0,7.4965760487809e-08,"5"
"5113","IBEROAMERICAN COALITION FOR BREAST ONCOLOGY RESEARCH (CIBOMA)",1,1,0,7.49657604880243e-08,"5"
"5114","Radius Health, Inc.",1,1,0,5.03387100290566e-05,"5"
"5115","Mills-Peninsula Medical Center",1,1,0,0,"7"
"5116","Palo Alto Medical Foundation",1,1,0,0,"7"
"5117","University of California",2,2,0,2.2560609523582e-07,"7"
"5118","Battle Creek Health System",1,1,0,0,"286"
"5119","Deltex Medical, Inc.",1,1,0,0,"286"
"5120","Mecosta County General Hospital",1,1,0,0,"286"
"5121","Mercy Health System",1,1,0,0,"286"
"5122","Metropolitan Hospital, Michigan",1,1,0,0,"286"
"5123","Munson Medical Center",1,1,0,0,"286"
"5124","Saint Mary's Health Network",1,1,0,0,"286"
"5125","Arbeitskreis Klinische Studien",2,2,0,2.07022683497154e-11,"5"
"5126","Epworth Healthcare",1,1,0,0,"287"
"5127","PelvEx collaborative",1,1,0,0,"288"
"5128","F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica",1,1,0,0,"289"
"5129","Louis Pasteur University Hospital Kosice",1,1,0,0,"289"
"5130","St Mary's Hospital, Paddington, London",1,1,0,0,"13"
"5131","Caring for Carcinoid Foundation",1,1,0,2.25606095235995e-07,"7"
"5132","Cummings Foundation",1,1,0,2.25606095236194e-07,"7"
"5133","GI Cancer Research Gift Fund",1,1,0,2.25606095235979e-07,"7"
"5134","Google LLC.",1,1,0,2.25606095236089e-07,"7"
"5135","Siemens Healthcare Diagnostics Inc",1,1,0,2.25606095236196e-07,"7"
"5136","Stanford Cancer Council",1,1,0,2.25606095236193e-07,"7"
"5137","Stanford's Innovative Medicines Accelerator",1,1,0,2.2560609523623e-07,"7"
"5138","The Dana Foundation",1,1,0,2.25606095236085e-07,"7"
"5139","The Latino Cancer Institute",1,1,0,2.25606095236291e-07,"7"
"5140","The Wellness Community",1,1,0,2.25606095236035e-07,"7"
"5141","Beihua University",1,1,0,0,"1"
"5142","Chengdu Medical College",1,1,0,0,"1"
"5143","Third Military Medical University",1,1,0,0,"1"
"5144","Tianjin Union Medical Center",2,2,0,1.12821697519544e-13,"1"
"5145","Guangdong Provincial Maternal and Child Health Hospital",1,1,0,5.46733838523708e-11,"1"
"5146","Huiping Li,M.D., Ph.D.,Peking University Cancer Hospital",1,1,0,5.4673383816087e-11,"1"
"5147","Tungwah Hospital of Sun Yat-Sen University",1,1,0,1.09346768275082e-10,"1"
"5148","Dongguan Shi People's Hospital",1,1,0,9.68899681939279e-11,"1"
"5149","Fifth Affiliated Hospital of Guangzhou Medical University",1,1,0,9.68899682057e-11,"1"
"5150","First People's Hospital of Chenzhou",1,1,0,9.6889968340094e-11,"1"
"5151","Ganzhou Cancer Hospital",1,1,0,9.68899686914164e-11,"1"
"5152","Guangxi Medical University Cancer Center",1,1,0,9.68899682428739e-11,"1"
"5153","Guangzhou 8th People's Hospital",1,1,0,9.6889968148016e-11,"1"
"5154","Guangzhou Chest Hospital.",1,1,0,9.68899682165572e-11,"1"
"5155","Guangzhou No.12 People's Hospital",1,1,0,1.45334951666757e-09,"1"
"5156","Haplox Biotechnology Co., Ltd.",4,4,0,1.84316336793105e-10,"1"
"5157","Hutchmed",1,1,0,9.68899684691854e-11,"1"
"5158","Kaiping Central Hospital",1,1,0,1.45334952317754e-09,"1"
"5159","New Horizon Health",1,1,0,9.68899681695718e-11,"1"
"5160","Ningbo Medical Center Lihuili Eastern Hospital",1,1,0,9.68899681605371e-11,"1"
"5161","Proswell Medical Corporation",2,2,0,1.81857486940662e-10,"1"
"5162","The 458 Hospital of Chinese People's Liberation Army",1,1,0,9.68899680186827e-11,"1"
"5163","The First Affiliated Hospital of University of South China",1,1,0,3.87559873805505e-10,"1"
"5164","The Second Affiliated Hospital of Kunming Medical University",1,1,0,9.6889968063411e-11,"1"
"5165","The Second Affiliated Hospital of Shaanxi University of Chinese Medicine",1,1,0,9.68899682583952e-11,"1"
"5166","Xinqiao Hospital",1,1,0,9.68899684753453e-11,"1"
"5167","ZhongShan People 's Hospital",1,1,0,9.688996814535e-11,"1"
"5168","AFP Innovation Fund",1,1,0,2.75383312377125e-06,"6"
"5169","ART Advanced Research Technologies Inc.",1,1,0,2.75383312377152e-06,"6"
"5170","Biocon Biologics",1,1,0,2.75383312377142e-06,"6"
"5171","North York General Hospital",1,1,0,2.75383312377124e-06,"6"
"5172","Royal University Hospital Foundation",1,1,0,2.75383312377133e-06,"6"
"5173","Sunnybrook Research Institute",1,1,0,2.75383312377124e-06,"6"
"5174","Tigermed Consulting Co., Ltd",1,1,0,1.4640539225811e-12,"1"
"5175","Swansea University",2,2,0,0,"28"
"5176","Central European Cooperative Oncology Group",1,1,0,8.28144465590552e-06,"5"
"5177","Central European Society for Anticancer Drug Research",1,1,0,8.28144465590541e-06,"5"
"5178","The Belgian Society of Medical Oncology",1,1,0,8.2814446559053e-06,"5"
"5179","Konya Meram State Hospital",1,1,0,2.13861640930371e-10,"13"
"5180","United BioSource, LLC",1,1,0,1.83020561404172e-07,"11"
"5181","Taipei Medical University Hospital",1,1,0,2.68033867585864e-09,"77"
"5182","Sumitomo Pharma Co., Ltd.",1,1,0,0,"5"
"5183","East Tallinn Central Hospital",1,1,0,5.52034044209692e-12,"142"
"5184","Jyväskylä Central Hospital",2,2,0,1.14669289474977e-11,"142"
"5185","Kuopio University Hospital",2,2,0,1.14669290836211e-11,"142"
"5186","North Estonia Medical Centre",2,2,0,5.65997728949877e-12,"142"
"5187","North Karelia Central Hospital",2,2,0,1.14669296359508e-11,"142"
"5188","Satakunta Central Hospital",2,2,0,5.9465897524343e-12,"142"
"5189","Seinajoki Central Hospital",2,2,0,5.94658938383335e-12,"142"
"5190","Tampere University",1,1,0,5.52034057741982e-12,"142"
"5191","West Tallinn Central Hospital",1,1,0,5.52034047952162e-12,"142"
"5192","Dr. Mohamed Elsayed Afandy",1,1,0,0,"280"
"5193","The Lumosity.com from Lumos Lab",1,1,0,0,"290"
"5194","Mersin University",1,1,0,0,"14"
"5195","Sanjay Gandhi Postgraduate Institute of Medical Sciences",1,1,0,0,"24"
"5196","Basavatarakam Indo- American Cancer Hospital (BIACH)",1,1,0,8.67096310677408e-07,"19"
"5197","Department of Atomic Energy",1,1,0,8.67096310677691e-07,"19"
"5198","Dr. B Barooha Cancer Institute (BBCI)",1,1,0,8.67096310677324e-07,"19"
"5199","Gujarat Cancer and Research Institute (GCRI)",1,1,0,8.67096310677335e-07,"19"
"5200","Kolhapur Cancer Centre (KCC)",1,1,0,8.670963106776e-07,"19"
"5201","Malabar Cancer Centre (MCC)",1,1,0,8.67096310677445e-07,"19"
"5202","Max Super Speciality Hospital",1,1,0,8.67096310677763e-07,"19"
"5203","Ministry of Science and Technology, India",1,1,0,8.67096310677522e-07,"19"
"5204","North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences (NEIGRIHMS)",1,1,0,8.67096310677639e-07,"19"
"5205","Shri Siddhivinayak Ganpati Cancer Hospital",1,1,0,8.67096310677446e-07,"19"
"5206","Sterling Multi Speciality Hospital (SMSH)",1,1,0,8.6709631067738e-07,"19"
"5207","Helmholtz Zentrum München",2,2,0,4.15575412267403e-06,"16"
"5208","Münchner Studienzentrum",1,1,0,1.02670230124576e-07,"16"
"5209","KKS Dresden",1,1,0,0,"16"
"5210","SOS Desmoid e.V.",1,1,0,0,"16"
"5211","Golestan University of Medical Science",1,1,0,0,"28"
"5212","Kaplan Medical Center",1,1,0,6.96703252635565e-08,"4"
"5213","Cancer Support Community, Research and Training Institute, Philadelphia",1,1,0,6.4750784506639e-08,"7"
"5214","Advice Pharma Group srl",1,1,0,0,"291"
"5215","Rosetta Genomics",1,1,0,0,"4"
"5216","Presbyterian Healthcare Services",1,1,0,0,"292"
"5217","Institute of Tropical Medicine, University of Tuebingen",1,1,0,0,"293"
"5218","Dongying People's Hospital",1,1,0,2.94010277144832e-11,"1"
